Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,Yes,Travel_Frequently,870,Human Resources,14,3,Technical Degree,1.0,415,3,Female,98,1,2,Research Director,4,Divorced,14287,15751,3,Y,Yes,11,3,4,80,1,22,4,1,1,4,11,5
32,Yes,Travel_Rarely,652,Research & Development,18,1,Medical,1.0,416,2,Male,58,2,4,Sales Representative,2,Married,14483,13429,4,Y,Yes,16,4,3,80,1,25,0,4,27,8,8,4
35,No,Travel_Frequently,1305,Human Resources,21,2,Human Resources,1.0,417,4,Female,82,4,2,Sales Executive,3,Single,18769,17553,5,Y,Yes,24,3,2,80,2,23,3,4,5,6,14,3
32,No,Non-Travel,934,Human Resources,24,1,Life Sciences,1.0,418,4,Female,31,1,4,Healthcare Representative,2,Married,9474,24423,0,Y,Yes,16,3,2,80,0,6,4,4,5,13,4,5
20,Yes,Travel_Frequently,1150,Research & Development,2,4,Technical Degree,1.0,419,3,Female,43,2,4,Manager,2,Divorced,7177,7384,6,Y,No,23,3,4,80,2,20,0,4,26,1,14,6
41,No,Non-Travel,262,Human Resources,23,3,Life Sciences,1.0,420,2,Male,41,1,3,Research Scientist,4,Married,19594,5012,9,Y,Yes,21,3,3,80,3,10,0,4,25,15,14,11
36,Yes,Travel_Frequently,665,Human Resources,12,2,Technical Degree,1.0,421,3,Male,89,2,2,Manager,1,Married,5581,5877,9,Y,Yes,22,4,4,80,1,24,0,3,0,12,5,6
31,Yes,Travel_Rarely,578,Research & Development,17,2,Medical,1.0,422,2,Male,63,3,2,Laboratory Technician,4,Divorced,16632,5147,1,Y,Yes,23,3,1,80,0,35,1,2,4,12,14,2
18,Yes,Non-Travel,756,Sales,6,1,Human Resources,1.0,423,2,Male,57,4,3,Sales Representative,2,Single,2510,6811,6,Y,Yes,17,4,1,80,2,30,1,4,35,15,6,7
51,No,Travel_Rarely,1340,Human Resources,3,4,Life Sciences,1.0,424,3,Male,86,1,4,Manufacturing Director,3,Married,19480,20165,7,Y,No,11,3,4,80,2,8,3,3,32,5,12,12
50,No,Travel_Frequently,1435,Human Resources,3,2,Human Resources,1.0,425,3,Female,66,4,3,Sales Executive,2,Single,9869,7230,1,Y,Yes,16,4,3,80,0,38,2,4,9,12,2,3
59,No,Non-Travel,296,Sales,20,4,Medical,1.0,426,1,Male,39,3,2,Manager,3,Single,9817,12877,6,Y,Yes,23,4,2,80,2,28,1,1,2,3,7,10
59,No,Travel_Frequently,1445,Research & Development,26,1,Marketing,1.0,427,3,Male,93,3,3,Laboratory Technician,1,Divorced,19542,12008,0,Y,Yes,18,3,1,80,1,3,5,1,22,8,11,14
36,Yes,Travel_Rarely,1329,Sales,21,2,Technical Degree,1.0,428,4,Female,37,2,1,Research Scientist,4,Single,18034,24830,7,Y,Yes,17,3,1,80,2,4,5,4,20,17,14,1
27,No,Travel_Frequently,1263,Research & Development,5,2,Marketing,1.0,429,3,Male,67,3,1,Manager,3,Divorced,11626,6415,3,Y,Yes,15,4,4,80,3,26,0,3,15,5,10,5
19,No,Travel_Frequently,512,Human Resources,7,1,Life Sciences,1.0,430,3,Female,50,4,1,Sales Representative,1,Single,9461,9447,7,Y,No,21,4,1,80,2,31,4,4,20,5,2,8
26,Yes,Non-Travel,794,Research & Development,25,1,Other,1.0,431,2,Male,66,3,4,Healthcare Representative,1,Married,9365,7820,2,Y,Yes,19,4,1,80,2,24,4,4,37,17,12,8
49,Yes,Travel_Frequently,483,Sales,11,3,Human Resources,1.0,432,1,Female,67,3,1,Manager,1,Single,18918,10569,1,Y,Yes,11,3,4,80,1,15,4,2,25,4,2,4
50,Yes,Travel_Rarely,1199,Human Resources,24,3,Life Sciences,1.0,433,4,Female,80,2,3,Research Director,2,Divorced,5647,15116,5,Y,Yes,17,3,3,80,1,11,5,3,19,4,11,4
44,No,Travel_Frequently,1011,Human Resources,24,4,Technical Degree,1.0,434,1,Male,36,4,3,Sales Representative,2,Married,8189,19220,6,Y,No,19,4,3,80,3,4,2,2,13,14,5,11
21,Yes,Travel_Rarely,1389,Human Resources,8,2,Technical Degree,1.0,435,4,Male,77,2,4,Research Director,1,Divorced,11468,18948,4,Y,Yes,11,3,4,80,3,19,0,4,22,3,9,9
19,Yes,Travel_Frequently,1394,Sales,28,4,Life Sciences,1.0,436,4,Female,45,4,3,Laboratory Technician,4,Married,5386,16263,8,Y,Yes,24,4,3,80,3,16,2,4,16,3,11,3
18,Yes,Non-Travel,511,Research & Development,6,4,Medical,1.0,437,4,Female,56,3,3,Sales Representative,2,Divorced,3857,22166,0,Y,No,15,4,3,80,3,31,1,1,11,4,4,9
42,Yes,Travel_Rarely,1287,Human Resources,8,2,Marketing,1.0,438,3,Female,69,4,4,Manager,4,Divorced,18486,15320,6,Y,No,21,4,4,80,0,12,3,4,28,9,0,13
57,No,Travel_Frequently,1019,Sales,14,1,Marketing,1.0,439,4,Female,69,3,1,Laboratory Technician,3,Divorced,3151,17786,6,Y,No,15,4,1,80,2,27,4,2,11,10,8,6
53,Yes,Travel_Rarely,1015,Research & Development,3,1,Human Resources,1.0,440,1,Male,78,1,1,Laboratory Technician,2,Married,14719,13967,6,Y,No,13,3,3,80,0,0,2,3,0,6,13,14
50,No,Travel_Frequently,759,Research & Development,6,1,Medical,1.0,441,3,Female,57,4,2,Research Director,1,Married,7041,11965,3,Y,No,21,3,1,80,1,34,2,3,5,11,10,2
25,No,Travel_Frequently,1086,Sales,21,2,Life Sciences,1.0,442,1,Male,60,4,3,Manufacturing Director,2,Divorced,12216,24906,5,Y,Yes,20,3,4,80,1,24,1,4,26,2,0,9
49,No,Travel_Rarely,265,Sales,4,2,Other,1.0,443,1,Male,47,2,2,Sales Representative,3,Married,11316,15711,5,Y,Yes,11,4,4,80,1,4,1,4,2,1,6,13
52,No,Travel_Rarely,946,Research & Development,29,3,Medical,1.0,444,3,Male,65,2,1,Laboratory Technician,1,Divorced,17113,11088,7,Y,Yes,15,3,2,80,0,20,4,4,25,9,6,0
48,Yes,Travel_Rarely,1309,Sales,9,4,Technical Degree,1.0,445,1,Male,70,4,2,Sales Executive,4,Married,8431,11563,4,Y,Yes,22,3,1,80,1,5,2,1,27,8,2,3
44,No,Travel_Rarely,386,Sales,23,4,Other,1.0,446,2,Male,97,1,1,Laboratory Technician,1,Married,18681,11356,0,Y,Yes,16,4,3,80,1,25,2,2,11,6,14,12
33,Yes,Travel_Frequently,246,Research & Development,8,4,Life Sciences,1.0,447,4,Male,59,4,3,Manufacturing Director,2,Divorced,4106,13112,2,Y,Yes,17,3,4,80,2,23,1,1,22,7,12,1
54,Yes,Travel_Frequently,1013,Sales,15,1,Life Sciences,1.0,448,3,Female,53,3,1,Laboratory Technician,1,Divorced,18389,14203,7,Y,Yes,11,4,3,80,3,33,5,1,24,0,7,11
25,Yes,Travel_Frequently,205,Research & Development,11,4,Marketing,1.0,449,3,Female,58,2,1,Sales Executive,2,Single,19134,8761,5,Y,No,11,3,2,80,3,32,0,1,22,5,3,10
34,No,Travel_Rarely,161,Human Resources,6,3,Technical Degree,1.0,450,3,Male,62,3,2,Manufacturing Director,2,Married,12441,24612,0,Y,No,14,4,4,80,3,33,1,1,30,16,1,3
30,No,Travel_Frequently,471,Research & Development,2,2,Other,1.0,451,1,Female,69,1,1,Laboratory Technician,4,Married,9905,11993,3,Y,Yes,11,4,1,80,2,39,5,1,16,15,13,5
44,Yes,Travel_Rarely,1459,Sales,16,3,Technical Degree,1.0,452,1,Male,94,2,2,Research Scientist,4,Divorced,17090,16829,0,Y,Yes,15,4,2,80,0,32,0,4,9,11,13,0
23,Yes,Travel_Rarely,168,Sales,21,2,Human Resources,1.0,453,1,Male,40,2,2,Sales Executive,4,Single,14321,23232,8,Y,No,20,3,3,80,2,36,4,2,20,4,6,10
47,Yes,Travel_Rarely,1076,Sales,13,4,Human Resources,1.0,454,2,Female,44,4,2,Manager,4,Single,10109,7387,1,Y,Yes,15,4,1,80,1,1,4,4,30,8,2,4
46,Yes,Non-Travel,636,Sales,22,2,Life Sciences,1.0,455,3,Female,91,4,2,Healthcare Representative,3,Married,10600,23003,1,Y,Yes,20,3,4,80,1,34,0,1,22,10,14,14
22,Yes,Travel_Rarely,1247,Sales,22,3,Life Sciences,1.0,456,1,Female,61,2,4,Sales Representative,2,Divorced,2055,22498,4,Y,No,19,4,2,80,2,3,3,3,8,16,7,9
45,No,Travel_Frequently,1308,Sales,8,4,Human Resources,1.0,457,4,Male,97,2,4,Research Scientist,2,Married,4131,7137,6,Y,Yes,19,4,3,80,2,7,4,2,38,11,11,9
44,Yes,Non-Travel,1126,Sales,1,1,Medical,1.0,458,2,Female,60,3,4,Research Director,3,Single,6271,7863,9,Y,Yes,20,4,1,80,0,26,0,2,18,12,1,14
33,Yes,Non-Travel,390,Sales,1,1,Life Sciences,1.0,459,1,Male,66,1,1,Research Director,1,Married,16573,9333,6,Y,Yes,17,3,4,80,3,29,5,2,11,5,6,8
48,Yes,Travel_Frequently,1456,Human Resources,4,4,Marketing,1.0,460,4,Female,38,4,2,Manufacturing Director,1,Divorced,12755,23093,0,Y,No,12,3,3,80,2,39,4,4,37,4,12,3
20,Yes,Travel_Frequently,1399,Sales,6,1,Life Sciences,1.0,461,2,Female,66,1,3,Healthcare Representative,3,Married,4020,8309,9,Y,Yes,11,4,4,80,1,13,4,2,10,9,3,8
39,Yes,Non-Travel,738,Research & Development,13,2,Human Resources,1.0,462,4,Female,41,1,4,Research Director,4,Divorced,7381,20877,9,Y,Yes,12,4,2,80,1,28,3,1,34,5,8,11
45,No,Non-Travel,929,Human Resources,4,1,Other,1.0,463,1,Female,48,1,2,Manager,2,Divorced,9816,6117,2,Y,Yes,16,4,1,80,1,17,2,4,31,7,8,7
48,No,Travel_Frequently,442,Research & Development,4,2,Other,1.0,464,1,Male,94,4,3,Sales Representative,3,Married,13010,11635,7,Y,Yes,20,4,1,80,3,8,2,2,0,12,0,1
52,Yes,Travel_Frequently,1259,Human Resources,25,4,Technical Degree,1.0,465,4,Male,44,2,2,Healthcare Representative,4,Married,7035,21500,2,Y,No,12,4,1,80,1,31,3,2,23,17,13,13
18,No,Travel_Rarely,927,Research & Development,21,4,Other,1.0,466,4,Female,67,2,2,Laboratory Technician,2,Single,2372,12686,8,Y,No,14,4,1,80,3,39,0,1,27,15,5,10
27,Yes,Travel_Frequently,720,Human Resources,11,1,Human Resources,1.0,467,3,Female,76,2,3,Research Director,4,Single,8670,6051,7,Y,Yes,14,4,4,80,3,27,1,2,26,5,11,13
59,Yes,Travel_Frequently,524,Research & Development,17,2,Technical Degree,1.0,468,3,Male,81,4,4,Laboratory Technician,4,Single,19013,20291,2,Y,No,12,4,2,80,0,9,3,4,26,5,8,2
43,No,Travel_Rarely,122,Human Resources,22,1,Marketing,1.0,469,1,Female,90,3,4,Research Scientist,2,Single,8544,19475,3,Y,No,21,3,1,80,1,13,4,2,31,9,0,14
23,No,Travel_Frequently,211,Human Resources,13,3,Other,1.0,470,2,Male,71,1,2,Healthcare Representative,4,Married,16604,14946,6,Y,Yes,18,3,4,80,2,14,4,4,11,13,1,2
41,No,Travel_Frequently,1338,Research & Development,8,1,Marketing,1.0,471,4,Female,86,3,4,Research Director,2,Divorced,10703,23609,6,Y,Yes,19,4,1,80,3,29,2,3,31,4,3,10
20,No,Travel_Rarely,1293,Research & Development,12,2,Human Resources,1.0,472,2,Female,80,2,3,Research Director,1,Single,5883,7566,8,Y,No,24,3,4,80,0,24,3,2,7,17,12,10
51,Yes,Travel_Rarely,646,Sales,18,2,Medical,1.0,473,4,Male,55,4,4,Sales Representative,3,Divorced,14160,6282,2,Y,No,19,3,4,80,2,7,1,3,35,7,10,4
55,Yes,Non-Travel,700,Research & Development,4,2,Life Sciences,1.0,474,4,Female,96,3,1,Laboratory Technician,4,Single,2521,8182,7,Y,Yes,19,4,2,80,0,6,2,1,11,14,6,1
18,Yes,Non-Travel,1191,Sales,15,4,Other,1.0,475,4,Male,49,1,2,Research Director,3,Married,8413,12924,6,Y,No,15,4,4,80,1,14,0,1,5,5,9,5
25,Yes,Travel_Rarely,1212,Research & Development,22,4,Medical,1.0,476,4,Female,40,3,4,Manufacturing Director,1,Single,10636,14735,7,Y,Yes,19,3,1,80,2,1,5,2,7,16,11,2
48,Yes,Travel_Frequently,527,Research & Development,29,3,Marketing,1.0,477,2,Male,72,4,1,Research Director,4,Married,9746,24611,4,Y,Yes,20,4,2,80,1,2,2,2,25,15,2,5
31,Yes,Travel_Frequently,441,Research & Development,11,2,Marketing,1.0,478,4,Male,30,4,2,Healthcare Representative,1,Divorced,8737,22101,9,Y,Yes,17,3,2,80,0,24,0,1,5,16,7,1
44,No,Travel_Frequently,688,Research & Development,3,3,Life Sciences,1.0,479,1,Female,65,2,4,Research Director,3,Married,17076,12173,9,Y,No,17,3,1,80,1,8,3,4,31,8,13,0
18,Yes,Non-Travel,1335,Sales,20,4,Life Sciences,1.0,480,3,Female,43,2,1,Laboratory Technician,3,Married,6111,8801,4,Y,No,13,4,3,80,2,34,5,4,26,8,4,3
26,No,Travel_Rarely,692,Human Resources,13,4,Human Resources,1.0,481,4,Female,50,1,3,Manager,4,Divorced,14641,21437,8,Y,Yes,24,3,4,80,2,11,4,3,14,6,13,14
44,No,Non-Travel,518,Research & Development,1,2,Marketing,1.0,482,4,Female,58,1,2,Manufacturing Director,3,Single,9046,22878,8,Y,No,22,4,4,80,0,11,4,4,37,10,9,4
19,Yes,Travel_Rarely,1413,Sales,28,4,Other,1.0,483,3,Female,58,3,1,Sales Representative,4,Single,17268,14368,6,Y,No,22,3,2,80,1,22,0,4,34,10,6,5
38,No,Travel_Rarely,176,Sales,9,3,Medical,1.0,484,1,Female,51,4,4,Research Scientist,1,Single,7931,5972,1,Y,Yes,12,4,1,80,3,34,0,2,2,3,8,3
26,No,Non-Travel,591,Research & Development,4,4,Human Resources,1.0,485,4,Female,63,1,1,Research Scientist,4,Single,12078,6169,6,Y,Yes,22,4,3,80,2,1,0,3,34,13,10,5
30,No,Travel_Frequently,1412,Sales,23,3,Life Sciences,1.0,486,2,Male,73,3,1,Research Director,4,Divorced,11355,9015,1,Y,No,15,3,3,80,3,33,5,4,5,7,5,2
35,Yes,Travel_Rarely,586,Research & Development,18,3,Life Sciences,1.0,487,1,Male,58,1,1,Healthcare Representative,4,Married,4919,8675,3,Y,No,19,4,4,80,0,17,5,4,25,12,4,1
49,Yes,Travel_Rarely,281,Research & Development,7,2,Marketing,1.0,488,2,Male,67,1,1,Healthcare Representative,3,Single,18949,18301,4,Y,Yes,15,4,2,80,2,27,0,3,26,7,11,5
47,Yes,Non-Travel,218,Human Resources,1,1,Other,1.0,489,4,Female,76,4,4,Manufacturing Director,3,Married,6254,9734,5,Y,Yes,23,4,3,80,3,26,4,2,7,2,10,4
52,Yes,Travel_Frequently,889,Sales,16,3,Life Sciences,1.0,490,2,Female,94,2,1,Research Scientist,3,Married,8264,12057,6,Y,No,13,4,4,80,3,31,4,2,36,1,13,9
37,Yes,Travel_Frequently,557,Research & Development,14,2,Other,1.0,491,2,Male,92,4,1,Healthcare Representative,2,Married,7686,15453,7,Y,No,21,4,1,80,0,16,1,2,30,7,6,1
52,Yes,Non-Travel,1481,Research & Development,6,4,Life Sciences,1.0,492,4,Male,50,2,2,Research Director,4,Single,4311,20724,7,Y,Yes,22,3,1,80,0,20,1,3,29,2,14,1
36,No,Travel_Frequently,279,Research & Development,13,4,Medical,1.0,493,2,Male,89,2,1,Research Director,3,Divorced,14823,10631,0,Y,No,20,4,1,80,2,10,4,3,19,8,7,0
54,No,Travel_Frequently,279,Human Resources,6,3,Marketing,1.0,494,4,Male,98,4,3,Sales Representative,2,Single,5944,13621,2,Y,Yes,12,4,2,80,3,19,0,4,13,4,4,14
37,Yes,Non-Travel,866,Human Resources,4,1,Medical,1.0,495,4,Male,32,2,4,Manager,4,Single,7934,7401,7,Y,No,23,4,4,80,0,13,5,1,11,0,3,0
40,No,Travel_Frequently,914,Research & Development,14,1,Life Sciences,1.0,496,3,Female,81,3,4,Manufacturing Director,4,Single,15297,13048,3,Y,No,20,4,2,80,3,31,2,4,37,1,2,0
25,Yes,Travel_Frequently,237,Sales,6,3,Marketing,1.0,497,4,Female,97,4,3,Sales Executive,1,Single,15264,19452,2,Y,No,17,4,2,80,0,5,4,1,3,6,8,6
43,No,Non-Travel,1428,Sales,20,4,Marketing,1.0,498,3,Female,48,4,4,Laboratory Technician,2,Married,12907,16237,0,Y,No,12,4,4,80,0,36,0,1,16,8,13,9
55,Yes,Non-Travel,1040,Research & Development,29,3,Human Resources,1.0,499,4,Female,71,2,3,Research Scientist,2,Single,16138,16861,2,Y,Yes,19,3,4,80,3,26,1,1,12,14,2,5
41,No,Non-Travel,647,Human Resources,9,3,Medical,1.0,500,3,Male,82,1,3,Sales Representative,2,Married,3360,18626,4,Y,Yes,15,4,4,80,1,35,3,1,6,9,7,13
40,No,Non-Travel,1016,Research & Development,26,1,Life Sciences,1.0,501,3,Female,35,3,2,Research Scientist,4,Single,4541,6193,6,Y,No,18,4,1,80,2,28,4,2,17,4,4,2
36,No,Travel_Frequently,816,Sales,25,3,Technical Degree,1.0,502,3,Male,88,1,1,Manufacturing Director,3,Divorced,15551,7028,5,Y,No,16,3,1,80,1,0,2,3,10,12,9,3
38,No,Non-Travel,793,Sales,14,3,Other,1.0,503,1,Female,60,1,3,Research Scientist,3,Single,11604,22703,4,Y,Yes,20,3,1,80,3,0,0,2,23,13,12,4
53,Yes,Non-Travel,507,Sales,21,1,Technical Degree,1.0,504,3,Female,69,1,3,Healthcare Representative,2,Married,16341,17629,2,Y,No,20,4,3,80,3,7,4,2,10,16,11,9
25,Yes,Travel_Frequently,1129,Research & Development,3,1,Marketing,1.0,505,4,Male,37,4,3,Research Director,2,Married,9430,19078,5,Y,No,21,3,1,80,0,20,0,4,10,2,12,6
46,No,Travel_Rarely,792,Human Resources,15,2,Technical Degree,1.0,506,3,Male,35,3,1,Sales Representative,1,Married,10481,16520,4,Y,No,17,4,1,80,1,30,0,3,28,12,12,3
50,No,Non-Travel,1372,Research & Development,21,1,Technical Degree,1.0,507,3,Male,62,1,3,Manager,4,Married,6316,5428,8,Y,Yes,13,4,2,80,1,13,3,3,11,3,11,1
51,Yes,Travel_Rarely,794,Human Resources,26,1,Other,1.0,508,1,Female,71,1,2,Healthcare Representative,3,Divorced,5214,6585,4,Y,No,14,4,3,80,1,37,3,4,0,12,8,0
40,No,Travel_Rarely,1306,Sales,21,2,Other,1.0,509,3,Male,36,1,2,Sales Executive,4,Married,5840,11488,6,Y,Yes,11,3,1,80,1,37,3,1,30,0,5,9
43,No,Non-Travel,563,Sales,13,2,Marketing,1.0,510,3,Male,37,2,3,Manufacturing Director,4,Divorced,16823,10990,0,Y,Yes,24,3,2,80,2,5,5,3,35,2,13,10
33,Yes,Non-Travel,448,Sales,6,3,Life Sciences,1.0,511,1,Male,63,4,1,Sales Representative,3,Single,13202,10845,6,Y,No,16,4,1,80,3,30,5,4,14,15,14,5
23,No,Travel_Rarely,577,Human Resources,14,2,Life Sciences,1.0,512,2,Male,57,3,2,Manager,3,Divorced,2544,16571,9,Y,No,21,4,1,80,3,19,1,3,7,13,11,9
20,No,Non-Travel,305,Research & Development,17,4,Marketing,1.0,513,2,Male,30,4,2,Research Director,1,Married,2718,13864,9,Y,Yes,16,3,4,80,2,37,1,1,2,12,10,14
33,Yes,Travel_Rarely,616,Sales,17,4,Technical Degree,1.0,514,1,Male,70,1,3,Healthcare Representative,3,Divorced,15765,9826,7,Y,Yes,19,4,1,80,3,35,0,4,29,4,13,5
55,No,Travel_Rarely,731,Sales,13,4,Marketing,1.0,515,2,Female,75,3,1,Research Director,1,Single,3186,12151,0,Y,Yes,19,4,2,80,3,23,5,1,7,2,14,7
49,No,Travel_Rarely,1392,Sales,11,1,Technical Degree,1.0,516,1,Female,43,2,3,Sales Representative,2,Married,5371,23601,6,Y,No,23,3,4,80,1,8,5,2,8,6,12,10
37,Yes,Non-Travel,1368,Sales,26,2,Medical,1.0,517,1,Male,56,2,4,Manufacturing Director,2,Divorced,16679,8209,2,Y,Yes,23,4,2,80,2,0,0,1,30,11,12,3
54,Yes,Travel_Frequently,1315,Sales,27,3,Other,1.0,518,1,Female,46,2,2,Research Scientist,3,Divorced,7344,6315,6,Y,No,17,3,4,80,0,5,0,2,22,9,9,0
39,No,Travel_Frequently,1161,Human Resources,8,4,Other,1.0,519,2,Female,85,3,3,Manager,2,Divorced,4332,8709,7,Y,Yes,19,3,1,80,1,30,5,4,17,11,10,9
18,Yes,Travel_Rarely,727,Research & Development,21,1,Technical Degree,1.0,520,4,Male,33,4,1,Manager,1,Single,7538,21257,7,Y,Yes,20,4,3,80,0,36,1,2,10,13,6,5
36,No,Travel_Frequently,544,Research & Development,5,1,Marketing,1.0,521,2,Female,82,4,2,Manufacturing Director,4,Divorced,8756,7558,2,Y,Yes,12,3,3,80,1,6,2,1,4,15,3,6
41,No,Travel_Rarely,1238,Research & Development,27,4,Medical,1.0,522,4,Male,33,4,3,Healthcare Representative,3,Single,12940,10433,0,Y,No,17,4,2,80,2,29,1,1,24,7,5,1
31,Yes,Travel_Frequently,870,Research & Development,22,1,Life Sciences,1.0,523,4,Male,47,3,2,Manufacturing Director,2,Single,6782,8785,3,Y,No,19,4,2,80,0,7,2,2,11,0,1,6
39,Yes,Travel_Rarely,1311,Sales,26,2,Life Sciences,1.0,524,1,Male,61,2,3,Healthcare Representative,1,Married,19284,17154,2,Y,Yes,24,4,4,80,1,38,5,2,8,2,0,3
28,No,Non-Travel,670,Human Resources,16,1,Other,1.0,525,4,Male,54,4,3,Laboratory Technician,3,Single,2561,5489,1,Y,Yes,12,4,1,80,3,10,3,4,9,16,1,0
28,No,Travel_Rarely,1305,Human Resources,27,4,Human Resources,1.0,526,3,Male,91,2,2,Sales Executive,2,Divorced,17599,18506,2,Y,Yes,11,4,1,80,2,12,3,2,24,11,7,13
51,Yes,Non-Travel,643,Human Resources,26,1,Human Resources,1.0,527,1,Female,35,2,1,Laboratory Technician,1,Married,15224,14239,5,Y,No,20,3,3,80,1,13,3,2,13,17,10,5
35,Yes,Non-Travel,456,Research & Development,4,3,Medical,1.0,528,4,Male,50,3,2,Research Director,2,Divorced,14334,7101,7,Y,No,14,4,3,80,3,10,2,2,39,5,14,5
50,Yes,Travel_Rarely,1274,Sales,24,1,Technical Degree,1.0,529,4,Female,30,3,2,Research Scientist,2,Married,17661,23653,6,Y,Yes,24,4,4,80,1,25,5,3,31,2,11,12
33,No,Travel_Rarely,1474,Research & Development,9,1,Human Resources,1.0,530,2,Male,33,1,3,Manufacturing Director,3,Divorced,17818,13746,4,Y,No,12,4,2,80,3,29,3,1,4,2,14,12
58,Yes,Travel_Frequently,156,Sales,1,4,Marketing,1.0,531,4,Female,98,3,1,Healthcare Representative,4,Divorced,11293,23629,1,Y,Yes,12,3,2,80,1,23,4,4,5,0,0,5
36,No,Travel_Rarely,629,Sales,19,4,Medical,1.0,532,4,Male,67,1,4,Research Director,1,Married,11303,19735,9,Y,No,12,3,3,80,0,28,1,2,30,6,4,3
26,No,Travel_Rarely,252,Human Resources,29,4,Human Resources,1.0,533,4,Female,83,3,3,Laboratory Technician,2,Single,7334,15550,0,Y,Yes,18,3,2,80,2,24,5,1,7,1,1,10
39,Yes,Non-Travel,598,Human Resources,21,4,Marketing,1.0,534,2,Male,59,3,1,Research Director,4,Single,9960,20600,8,Y,No,12,3,2,80,3,36,4,1,26,3,11,3
44,Yes,Travel_Rarely,1320,Sales,10,4,Other,1.0,535,4,Male,50,1,3,Manager,1,Single,11538,23144,3,Y,Yes,13,3,4,80,3,21,0,2,7,13,13,8
35,No,Travel_Frequently,1121,Research & Development,17,4,Other,1.0,536,3,Female,66,3,4,Sales Executive,4,Single,10954,5807,6,Y,Yes,24,4,3,80,1,2,0,4,7,5,2,13
35,Yes,Travel_Rarely,316,Sales,29,1,Marketing,1.0,537,4,Female,33,1,3,Healthcare Representative,3,Single,7779,23749,8,Y,No,16,3,2,80,1,6,3,3,14,1,13,3
57,No,Travel_Rarely,134,Research & Development,13,4,Technical Degree,1.0,538,3,Female,94,2,2,Research Director,3,Divorced,15527,22123,7,Y,Yes,19,3,2,80,1,0,5,4,15,7,14,8
51,No,Non-Travel,376,Sales,8,2,Medical,1.0,539,3,Male,41,3,3,Research Director,1,Divorced,8693,13310,1,Y,Yes,16,3,2,80,1,37,3,1,3,3,2,11
24,No,Travel_Rarely,1293,Human Resources,15,4,Other,1.0,540,3,Female,82,2,1,Research Scientist,1,Married,18828,14512,4,Y,No,15,4,4,80,2,26,3,1,13,1,8,12
32,Yes,Non-Travel,886,Sales,18,1,Other,1.0,541,1,Female,76,2,3,Manager,4,Married,5836,19938,8,Y,No,23,4,3,80,3,26,0,1,22,6,0,14
23,No,Travel_Frequently,336,Research & Development,11,2,Human Resources,1.0,542,4,Male,67,1,3,Laboratory Technician,3,Married,4039,6031,7,Y,Yes,21,4,2,80,1,20,3,3,10,12,12,0
43,Yes,Non-Travel,923,Human Resources,13,2,Other,1.0,543,1,Male,73,2,2,Manager,1,Divorced,8950,20823,4,Y,Yes,18,3,4,80,0,5,0,1,19,5,9,13
48,No,Travel_Frequently,1313,Sales,2,2,Other,1.0,544,2,Female,50,2,3,Research Scientist,3,Divorced,4570,9814,3,Y,Yes,20,3,3,80,2,31,2,1,7,12,7,0
27,Yes,Travel_Frequently,285,Human Resources,22,1,Human Resources,1.0,545,3,Female,55,3,1,Sales Executive,4,Divorced,8808,17305,7,Y,Yes,15,4,2,80,1,8,0,3,20,2,14,10
33,Yes,Non-Travel,1206,Sales,29,2,Life Sciences,1.0,546,3,Female,30,2,4,Sales Representative,2,Married,14197,17555,9,Y,No,14,3,3,80,0,0,0,2,12,17,2,2
34,No,Non-Travel,554,Sales,27,2,Life Sciences,1.0,547,2,Female,80,2,3,Sales Representative,3,Divorced,12167,5835,6,Y,Yes,14,3,1,80,3,34,0,3,32,11,9,6
54,No,Non-Travel,779,Human Resources,29,1,Life Sciences,1.0,548,2,Female,79,1,2,Sales Representative,4,Single,7539,12180,1,Y,Yes,18,4,1,80,2,32,1,1,35,5,11,14
54,No,Travel_Frequently,1074,Human Resources,9,1,Technical Degree,1.0,549,4,Female,87,1,2,Laboratory Technician,1,Divorced,4912,20603,4,Y,No,24,4,4,80,3,39,1,3,24,6,6,4
50,No,Travel_Rarely,575,Research & Development,1,4,Other,1.0,550,2,Male,77,4,1,Manufacturing Director,3,Divorced,6049,11597,0,Y,Yes,24,3,2,80,0,12,5,2,29,1,3,12
22,No,Non-Travel,637,Human Resources,26,3,Human Resources,1.0,551,2,Female,69,4,4,Laboratory Technician,4,Single,15969,7525,5,Y,No,14,3,3,80,3,11,4,2,5,15,14,0
18,Yes,Non-Travel,393,Human Resources,2,1,Technical Degree,1.0,552,1,Male,96,1,4,Research Scientist,3,Divorced,13035,18235,6,Y,Yes,12,4,1,80,2,27,2,1,15,1,0,3
38,Yes,Travel_Rarely,934,Human Resources,7,2,Human Resources,1.0,553,2,Male,94,1,3,Healthcare Representative,4,Divorced,15205,15003,4,Y,Yes,12,3,2,80,3,19,3,2,10,5,13,2
